Age,Gender,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,DistanceFromHome,Attrition,Probability,Timestamp
46,Male,Finance,Executive,2,119590,11,2,No,7,1,0.880797078,08-06-25
28,Male,Finance,Executive,3,38743,16,2,No,29,1,0.98201379,25-10-25
57,Female,IT,Analyst,4,32149,6,2,No,1,1,0.989013057,21-06-25
34,Male,Sales,Engineer,3,85429,8,2,Yes,9,1,0.98201379,28-09-25
31,Male,HR,Executive,4,96153,9,4,Yes,24,1,0.880797078,27-07-25
47,Female,Finance,Engineer,3,54084,3,2,Yes,24,1,0.989013057,19-01-25
57,Male,R&D,Manager,4,51910,9,1,Yes,18,1,0.98201379,13-06-25
31,Male,Finance,Manager,1,84174,16,3,No,12,0,0.5,14-08-25
54,Male,R&D,Engineer,3,100532,16,2,Yes,16,1,0.98201379,20-10-25
36,Male,Sales,Manager,3,53755,6,4,Yes,11,1,0.880797078,18-05-25
30,Male,R&D,Engineer,2,77784,1,4,No,3,1,0.731058579,20-09-25
42,Male,R&D,Engineer,2,114018,9,2,Yes,29,1,0.98201379,16-06-25
32,Female,HR,Engineer,3,49371,13,3,Yes,4,1,0.989013057,06-08-25
59,Female,R&D,Manager,2,51007,6,1,Yes,14,1,0.989013057,05-02-25
58,Male,Sales,Engineer,1,93379,2,1,Yes,8,1,0.993307149,19-12-25
27,Female,Finance,Analyst,1,92240,1,4,Yes,5,1,0.970687769,27-01-25
53,Female,Finance,Executive,1,76549,7,2,No,3,1,0.92414182,27-10-25
24,Female,Sales,Analyst,2,118117,1,3,Yes,12,1,0.970687769,15-09-25
59,Female,R&D,Engineer,1,29686,19,4,Yes,22,1,0.989013057,27-10-25
57,Female,IT,Analyst,1,62828,14,1,No,23,1,0.92414182,27-07-25
51,Female,Sales,Engineer,1,88619,16,4,Yes,12,1,0.92414182,16-05-25
41,Male,IT,Executive,3,119983,12,3,No,28,0,0.5,25-04-25
26,Male,R&D,Executive,4,82711,11,1,Yes,25,1,0.98201379,13-10-25
42,Male,Sales,Executive,4,105957,17,4,Yes,7,1,0.880797078,15-10-25
54,Male,HR,Engineer,1,96559,11,2,Yes,20,1,0.98201379,14-08-25
35,Male,HR,Executive,4,25782,17,1,Yes,2,1,0.997527377,27-12-25
42,Female,R&D,Executive,2,50682,8,1,No,11,1,0.92414182,19-11-25
44,Female,R&D,Engineer,2,56035,17,3,Yes,6,1,0.92414182,23-05-25
43,Male,HR,Analyst,4,84612,19,2,No,12,1,0.880797078,27-08-25
59,Female,IT,Engineer,2,107468,2,2,No,24,1,0.970687769,07-06-25
35,Male,Finance,Engineer,2,72290,15,3,No,20,0,0.5,14-01-25
30,Male,Finance,Executive,3,44226,1,3,Yes,2,1,0.993307149,25-07-25
41,Female,HR,Engineer,2,68895,9,1,Yes,2,1,0.989013057,08-10-25
54,Male,IT,Manager,4,93822,13,1,No,14,1,0.880797078,02-12-25
24,Female,Sales,Engineer,3,71112,5,1,Yes,13,1,0.989013057,27-04-25
55,Male,Finance,Manager,4,37347,14,4,No,13,1,0.880797078,12-01-25
53,Male,Sales,Executive,4,31871,12,3,Yes,14,1,0.98201379,20-01-25
39,Male,Finance,Manager,1,75099,5,4,Yes,29,1,0.880797078,12-02-25
23,Male,Finance,Manager,4,112822,18,3,No,19,0,0.5,05-01-25
40,Male,Sales,Manager,2,117033,1,2,No,11,1,0.952574127,27-06-25
52,Male,Sales,Analyst,4,115694,8,3,No,19,0,0.5,09-04-25
42,Male,R&D,Executive,1,70331,13,3,Yes,7,1,0.880797078,21-03-25
37,Male,R&D,Engineer,4,61568,3,4,No,7,0,0.5,09-02-25
38,Male,HR,Engineer,1,86918,19,1,No,20,1,0.880797078,04-05-25
59,Male,HR,Analyst,3,77009,4,4,Yes,29,1,0.880797078,07-01-25
48,Female,Sales,Manager,4,47605,13,3,Yes,5,1,0.989013057,27-03-25
26,Female,Finance,Manager,2,82646,1,2,No,27,1,0.970687769,03-09-25
59,Male,Sales,Engineer,3,43177,6,1,Yes,1,1,0.997527377,13-01-25
42,Female,HR,Executive,2,110353,12,1,No,21,1,0.92414182,04-12-25
58,Male,Sales,Engineer,1,20671,3,1,No,3,1,0.98201379,07-07-25
32,Female,Finance,Analyst,3,42420,19,4,No,23,1,0.92414182,27-04-25
47,Female,HR,Analyst,2,45121,19,4,No,28,1,0.92414182,23-03-25
56,Male,Sales,Executive,1,48380,19,1,Yes,6,1,0.997527377,11-02-25
42,Female,Sales,Executive,2,73352,16,4,No,9,1,0.622459331,09-05-25
23,Male,R&D,Manager,4,23631,0,2,No,18,1,0.993307149,10-11-25
42,Female,IT,Executive,4,112961,7,3,Yes,22,1,0.92414182,19-07-25
36,Female,R&D,Engineer,1,27099,12,3,No,5,1,0.92414182,28-03-25
58,Female,IT,Executive,4,90476,7,1,No,23,1,0.92414182,12-02-25
22,Male,IT,Engineer,1,48082,2,4,Yes,17,1,0.993307149,13-05-25
41,Male,Finance,Analyst,1,114439,13,4,Yes,11,1,0.880797078,30-07-25
28,Female,Sales,Executive,3,84027,18,3,Yes,26,1,0.92414182,18-09-25
26,Female,HR,Analyst,2,96295,9,2,Yes,15,1,0.989013057,08-08-25
38,Male,Sales,Analyst,3,81063,7,1,Yes,9,1,0.98201379,18-02-25
57,Male,Sales,Analyst,2,26979,13,1,Yes,9,1,0.997527377,05-08-25
31,Male,R&D,Engineer,1,105667,11,3,No,8,0,0.5,15-09-25
34,Male,Finance,Manager,1,59071,15,4,No,28,0,0.5,14-08-25
32,Female,IT,Analyst,2,65838,16,4,No,18,1,0.622459331,02-07-25
30,Male,Sales,Manager,1,90119,13,4,Yes,26,1,0.880797078,24-04-25
43,Female,Sales,Analyst,4,22461,19,1,No,12,1,0.989013057,15-10-25
42,Female,R&D,Manager,3,50841,6,1,Yes,12,1,0.989013057,21-08-25
39,Female,Sales,Analyst,1,48044,7,2,Yes,8,1,0.998498818,26-08-25
28,Male,R&D,Engineer,3,34571,10,4,No,22,1,0.880797078,30-05-25
46,Female,Finance,Analyst,2,43387,12,2,Yes,2,1,0.998498818,29-01-25
42,Male,IT,Manager,3,75731,17,3,Yes,15,1,0.880797078,29-03-25
34,Male,IT,Analyst,2,23754,4,1,Yes,1,1,0.997527377,03-07-25
24,Female,Finance,Executive,3,38037,18,3,No,29,1,0.92414182,30-01-25
46,Male,R&D,Analyst,4,49806,7,2,No,26,1,0.98201379,24-05-25
29,Male,R&D,Analyst,1,75147,4,3,Yes,1,1,0.880797078,14-04-25
56,Male,Sales,Manager,4,115081,1,3,Yes,25,1,0.952574127,10-01-25
42,Male,Finance,Executive,4,100102,1,1,Yes,16,1,0.993307149,13-01-25
30,Female,IT,Engineer,4,104899,9,2,No,26,1,0.92414182,23-02-25
33,Female,Sales,Engineer,1,83437,13,1,Yes,2,1,0.989013057,20-01-25
32,Male,IT,Analyst,4,109822,5,4,No,19,0,0.5,11-04-25
25,Male,HR,Manager,3,29596,3,4,Yes,10,1,0.98201379,24-01-25
56,Female,Sales,Manager,2,87364,5,1,No,22,1,0.92414182,25-12-25
42,Female,IT,Executive,2,112197,13,4,No,28,1,0.622459331,26-02-25
41,Male,HR,Analyst,1,47766,6,4,Yes,29,1,0.98201379,14-01-25
24,Male,IT,Analyst,4,68868,15,2,Yes,23,1,0.98201379,11-09-25
45,Male,IT,Analyst,2,36029,17,3,Yes,28,1,0.98201379,01-03-25
40,Male,HR,Executive,1,88926,13,3,Yes,22,1,0.880797078,01-06-25
33,Male,IT,Engineer,2,41817,5,1,Yes,4,1,0.997527377,11-07-25
40,Male,Sales,Executive,4,101580,3,2,No,23,1,0.880797078,23-04-25
54,Male,Sales,Manager,2,119134,19,1,Yes,27,1,0.98201379,08-09-25
32,Female,HR,Manager,1,53787,12,1,No,17,1,0.92414182,17-07-25
25,Male,HR,Analyst,4,50447,14,3,No,15,0,0.5,17-07-25
35,Male,Finance,Analyst,4,77418,6,1,No,26,1,0.880797078,21-11-25
31,Male,Finance,Manager,2,66850,12,3,No,17,0,0.5,16-12-25
27,Male,HR,Engineer,1,110106,12,3,Yes,21,1,0.880797078,04-02-25
47,Female,R&D,Manager,3,114788,4,4,Yes,17,1,0.92414182,15-03-25
26,Female,Sales,Analyst,4,46201,3,2,Yes,7,1,0.998498818,22-10-25
56,Male,IT,Engineer,1,22839,3,2,Yes,9,1,0.997527377,01-07-25
52,Male,R&D,Analyst,4,33975,3,1,No,24,1,0.98201379,30-12-25
51,Male,HR,Manager,2,94971,6,3,No,23,0,0.5,08-08-25
35,Female,HR,Manager,4,70057,15,4,Yes,22,1,0.92414182,16-04-25
46,Male,Sales,Executive,1,69733,11,1,No,13,1,0.880797078,16-08-25
41,Female,Sales,Analyst,2,38681,10,1,No,21,1,0.989013057,15-07-25
54,Female,IT,Executive,3,117798,5,3,Yes,15,1,0.92414182,09-06-25
32,Male,R&D,Executive,4,97454,15,3,No,21,0,0.5,03-06-25
35,Male,Finance,Manager,1,40644,17,1,Yes,3,1,0.997527377,28-03-25
47,Female,R&D,Executive,1,117239,16,3,No,19,1,0.622459331,11-12-25
42,Male,HR,Engineer,4,62891,8,1,Yes,18,1,0.98201379,27-04-25
25,Female,HR,Engineer,3,108553,6,2,Yes,23,1,0.989013057,16-10-25
38,Male,Finance,Manager,4,117852,1,4,Yes,26,1,0.952574127,12-02-25
43,Female,R&D,Analyst,1,106544,1,2,No,14,1,0.970687769,17-07-25
55,Male,HR,Analyst,1,67945,4,2,Yes,22,1,0.98201379,22-04-25
23,Male,IT,Executive,2,85633,15,4,No,19,0,0.5,05-05-25
43,Female,HR,Executive,4,94071,14,4,Yes,6,1,0.92414182,28-02-25
31,Female,Sales,Engineer,3,87263,18,3,No,17,1,0.622459331,01-02-25
28,Male,IT,Executive,1,32819,3,2,No,20,1,0.98201379,02-08-25
36,Female,Sales,Analyst,4,30983,14,2,No,20,1,0.989013057,02-04-25
35,Female,R&D,Manager,3,76700,8,4,No,26,1,0.622459331,11-10-25
47,Female,IT,Executive,1,49118,1,1,Yes,24,1,0.999447221,11-09-25
24,Female,IT,Manager,4,111179,0,2,No,20,1,0.970687769,15-08-25
27,Male,Finance,Executive,3,68563,17,3,Yes,19,1,0.880797078,16-07-25
32,Male,Sales,Executive,4,91947,9,4,No,24,0,0.5,24-10-25
57,Male,IT,Engineer,1,27239,8,3,Yes,15,1,0.98201379,26-08-25
39,Female,HR,Executive,2,26971,19,2,Yes,12,1,0.998498818,20-09-25
37,Male,HR,Analyst,3,31116,2,3,Yes,18,1,0.993307149,29-12-25
59,Male,R&D,Executive,1,105120,7,1,No,28,1,0.880797078,25-06-25
58,Female,Sales,Analyst,4,59901,5,2,Yes,22,1,0.989013057,02-10-25
53,Female,Finance,Engineer,1,82987,10,2,Yes,23,1,0.989013057,16-01-25
22,Female,R&D,Engineer,3,51852,12,2,Yes,4,1,0.989013057,12-04-25
52,Male,IT,Engineer,3,28438,4,1,Yes,3,1,0.997527377,19-12-25
25,Female,IT,Engineer,1,112051,1,2,No,5,1,0.970687769,15-08-25
49,Male,Sales,Engineer,1,69416,19,2,No,18,1,0.880797078,14-05-25
40,Female,Sales,Manager,4,101835,10,2,No,15,1,0.92414182,30-12-25
30,Female,IT,Executive,1,101623,1,2,Yes,3,1,0.995929862,17-03-25
49,Female,Sales,Manager,2,89615,0,1,Yes,3,1,0.995929862,29-06-25
55,Female,IT,Executive,1,91986,14,2,No,26,1,0.92414182,16-03-25
44,Female,Finance,Manager,4,61855,16,1,Yes,12,1,0.989013057,19-05-25
51,Female,Sales,Manager,3,52602,2,1,No,20,1,0.970687769,29-09-25
55,Female,Sales,Engineer,2,57346,7,4,No,28,1,0.622459331,16-02-25
27,Female,R&D,Executive,1,58547,0,4,Yes,23,1,0.970687769,09-12-25
24,Male,Sales,Engineer,4,118745,14,2,No,15,1,0.880797078,10-07-25
42,Male,IT,Analyst,3,29528,13,4,No,14,1,0.880797078,08-02-25
30,Male,R&D,Manager,3,70939,12,3,Yes,18,1,0.880797078,25-04-25
54,Male,HR,Analyst,2,92954,1,4,Yes,14,1,0.952574127,07-02-25
35,Female,Finance,Manager,4,106516,7,2,Yes,3,1,0.989013057,27-05-25
51,Female,HR,Executive,3,32109,19,1,Yes,25,1,0.998498818,10-12-25
35,Male,Finance,Manager,2,54518,15,1,Yes,19,1,0.98201379,20-04-25
24,Female,HR,Engineer,2,41778,8,4,No,20,1,0.92414182,22-06-25
28,Female,IT,Engineer,2,92766,8,3,No,28,1,0.622459331,01-05-25
40,Male,R&D,Executive,3,76307,13,4,Yes,6,1,0.880797078,13-11-25
57,Female,HR,Executive,4,63472,8,4,No,1,1,0.622459331,04-11-25
46,Female,IT,Manager,2,115028,2,1,Yes,27,1,0.995929862,30-11-25
51,Female,Finance,Manager,1,91363,3,4,No,8,1,0.622459331,02-01-25
43,Male,Finance,Engineer,1,83095,15,1,Yes,17,1,0.98201379,07-06-25
33,Male,R&D,Executive,3,86314,13,2,Yes,21,1,0.98201379,12-09-25
42,Female,HR,Analyst,1,99151,19,1,No,3,1,0.92414182,21-06-25
54,Male,IT,Executive,1,87580,8,1,Yes,9,1,0.98201379,20-11-25
56,Male,Finance,Executive,1,106497,0,4,Yes,13,1,0.952574127,09-12-25
33,Male,HR,Manager,2,91853,14,3,Yes,9,1,0.880797078,27-05-25
47,Female,Finance,Executive,4,108668,7,1,No,19,1,0.92414182,07-02-25
41,Male,Finance,Engineer,1,98002,3,3,No,7,0,0.5,14-12-25
49,Female,HR,Analyst,4,107445,11,1,Yes,3,1,0.989013057,08-12-25
23,Male,Sales,Executive,4,37569,8,1,No,8,1,0.98201379,28-03-25
59,Female,Finance,Analyst,2,22261,17,1,Yes,29,1,0.998498818,25-09-25
27,Female,HR,Executive,2,24378,7,3,Yes,28,1,0.989013057,28-12-25
22,Female,Finance,Executive,1,95868,12,1,No,3,1,0.92414182,22-05-25
56,Male,HR,Manager,4,76044,19,4,No,17,0,0.5,21-05-25
59,Male,Sales,Executive,1,37709,16,2,Yes,8,1,0.997527377,12-02-25
41,Male,HR,Engineer,4,116038,16,4,Yes,10,1,0.880797078,29-12-25
30,Female,Sales,Engineer,4,90448,8,1,No,24,1,0.92414182,04-10-25
34,Female,IT,Manager,4,100650,13,3,Yes,11,1,0.92414182,29-11-25
22,Male,HR,Manager,4,81035,18,4,No,8,0,0.5,19-04-25
33,Female,HR,Engineer,1,88847,0,1,No,26,1,0.970687769,13-04-25
49,Female,IT,Analyst,2,101348,7,1,Yes,27,1,0.989013057,23-06-25
44,Female,Sales,Engineer,2,55820,14,3,Yes,17,1,0.92414182,24-06-25
41,Female,HR,Engineer,2,66737,1,4,Yes,1,1,0.970687769,07-05-25
57,Male,Sales,Manager,2,117938,14,4,No,8,0,0.5,25-03-25
54,Female,R&D,Manager,4,64409,18,3,No,9,1,0.622459331,15-09-25
50,Female,R&D,Executive,1,71649,18,3,No,13,1,0.622459331,23-09-25
35,Female,HR,Engineer,2,90194,8,1,Yes,7,1,0.989013057,28-01-25
24,Female,R&D,Manager,4,80058,1,1,Yes,6,1,0.995929862,16-12-25
23,Male,IT,Manager,1,48669,11,3,Yes,11,1,0.98201379,17-11-25
36,Male,Sales,Executive,2,58244,16,3,No,25,0,0.5,06-10-25
45,Female,R&D,Manager,1,27461,10,2,No,4,1,0.989013057,09-04-25
30,Female,IT,Executive,1,95749,11,2,Yes,3,1,0.989013057,14-07-25
49,Male,IT,Engineer,4,59758,8,3,No,23,0,0.5,26-12-25
32,Female,Sales,Analyst,4,67775,3,4,No,1,1,0.622459331,16-06-25
55,Male,Finance,Executive,4,60603,4,3,Yes,4,1,0.880797078,25-02-25
22,Male,Sales,Manager,1,104526,19,3,Yes,29,1,0.880797078,21-07-25
39,Female,HR,Executive,4,64014,10,1,Yes,17,1,0.989013057,21-10-25
26,Male,IT,Manager,4,20929,15,4,Yes,24,1,0.98201379,23-07-25
59,Female,IT,Manager,1,37438,3,1,Yes,13,1,0.998498818,21-11-25
51,Male,Sales,Engineer,4,39799,2,3,Yes,13,1,0.993307149,17-09-25
47,Male,R&D,Analyst,3,27597,10,4,No,27,1,0.880797078,22-08-25
27,Female,R&D,Engineer,3,73161,4,2,No,29,1,0.92414182,06-02-25
58,Male,HR,Engineer,3,47734,5,4,No,18,1,0.880797078,20-07-25
50,Female,Finance,Executive,1,40538,14,2,No,20,1,0.989013057,19-04-25
53,Female,HR,Executive,4,62261,3,1,Yes,5,1,0.989013057,01-11-25
34,Female,Sales,Executive,2,28556,18,3,No,10,1,0.92414182,20-12-25
53,Male,Sales,Engineer,1,76882,16,1,No,14,1,0.880797078,21-01-25
32,Female,Finance,Manager,3,95250,0,4,No,24,1,0.817574476,05-05-25
56,Male,R&D,Engineer,1,78478,1,3,No,4,1,0.731058579,30-09-25
56,Male,HR,Manager,4,77169,7,2,Yes,25,1,0.98201379,01-06-25
40,Female,IT,Manager,1,78342,7,4,No,5,1,0.622459331,25-05-25
58,Female,IT,Engineer,4,112021,18,3,No,27,1,0.622459331,27-04-25
55,Female,HR,Manager,3,46421,12,3,Yes,12,1,0.989013057,03-09-25
42,Female,HR,Analyst,2,75690,6,4,No,5,1,0.622459331,03-07-25
41,Male,HR,Executive,1,86093,11,2,Yes,17,1,0.98201379,27-05-25
47,Male,R&D,Manager,4,80011,11,4,Yes,6,1,0.880797078,02-07-25
57,Male,R&D,Engineer,2,78954,0,2,No,24,1,0.952574127,22-07-25
38,Female,R&D,Engineer,3,75220,13,3,Yes,18,1,0.92414182,02-04-25
25,Female,Finance,Engineer,3,118668,2,4,No,9,1,0.817574476,24-11-25
38,Female,R&D,Executive,1,82320,0,4,Yes,8,1,0.970687769,27-05-25
59,Male,R&D,Engineer,3,88026,4,1,Yes,15,1,0.98201379,08-07-25
52,Female,IT,Analyst,3,71919,17,4,Yes,22,1,0.92414182,15-12-25
43,Female,Finance,Analyst,3,56674,9,2,Yes,21,1,0.989013057,23-07-25
23,Male,R&D,Manager,1,72887,2,4,No,25,1,0.731058579,10-08-25
56,Male,Finance,Manager,3,30503,16,4,Yes,7,1,0.98201379,30-01-25
28,Male,Finance,Engineer,3,86624,3,1,No,5,1,0.880797078,01-01-25
36,Male,Finance,Executive,1,106156,7,4,Yes,5,1,0.880797078,07-07-25
30,Male,Finance,Executive,3,40131,2,2,No,8,1,0.993307149,23-01-25
30,Female,Finance,Manager,2,74189,13,4,No,4,1,0.622459331,24-12-25
32,Male,HR,Manager,3,44322,13,4,No,13,1,0.880797078,22-06-25
53,Female,Sales,Analyst,2,87628,18,3,Yes,6,1,0.92414182,16-01-25
23,Female,IT,Engineer,4,91312,1,2,No,28,1,0.970687769,24-05-25
59,Female,IT,Executive,4,66092,14,3,No,28,1,0.622459331,17-10-25
24,Male,R&D,Engineer,4,37622,13,4,No,23,1,0.880797078,27-01-25
50,Male,R&D,Executive,3,48454,0,1,Yes,9,1,0.999088949,07-06-25
34,Male,Sales,Engineer,1,81202,16,3,No,23,0,0.5,01-02-25
31,Female,IT,Executive,2,109571,7,2,No,20,1,0.92414182,28-05-25
53,Male,Finance,Executive,2,100909,17,4,No,14,0,0.5,22-02-25
45,Female,Sales,Engineer,3,66101,3,1,No,27,1,0.92414182,21-09-25
39,Female,Finance,Analyst,4,113814,13,2,Yes,18,1,0.989013057,05-09-25
55,Female,Finance,Executive,3,66154,8,4,Yes,17,1,0.92414182,20-03-25
52,Male,R&D,Analyst,1,109081,17,4,No,22,0,0.5,21-10-25
38,Female,R&D,Manager,3,82551,17,4,No,9,1,0.622459331,21-11-25
50,Female,Sales,Manager,4,39008,10,3,No,9,1,0.92414182,11-06-25
25,Male,IT,Analyst,4,36209,14,3,Yes,13,1,0.98201379,24-03-25
27,Female,IT,Manager,4,68695,11,3,No,5,1,0.622459331,05-07-25
44,Female,Sales,Analyst,2,82368,9,3,No,23,1,0.622459331,01-08-25
42,Female,IT,Analyst,3,35372,4,1,Yes,24,1,0.998498818,30-12-25
32,Female,HR,Manager,1,113635,14,1,No,9,1,0.92414182,21-01-25
41,Female,Finance,Executive,3,25842,11,1,Yes,10,1,0.998498818,11-04-25
49,Female,IT,Analyst,4,107592,2,3,No,16,1,0.817574476,26-05-25
35,Female,Sales,Manager,3,25355,8,4,Yes,7,1,0.989013057,13-01-25
39,Female,Sales,Manager,1,44972,3,3,Yes,2,1,0.989013057,16-01-25
30,Male,IT,Analyst,1,72389,10,2,No,24,1,0.880797078,10-04-25
44,Female,Sales,Analyst,1,103692,1,1,Yes,24,1,0.995929862,21-09-25
28,Male,Finance,Analyst,4,67377,2,4,Yes,6,1,0.952574127,29-05-25
49,Male,Sales,Manager,4,82261,0,4,Yes,21,1,0.952574127,09-09-25
56,Male,Sales,Analyst,1,93016,16,2,No,22,1,0.880797078,18-05-25
31,Female,R&D,Analyst,2,48172,4,2,No,24,1,0.989013057,15-09-25
43,Male,IT,Manager,1,59779,13,2,Yes,3,1,0.98201379,21-04-25
59,Male,IT,Engineer,1,56021,19,4,No,29,0,0.5,20-06-25
46,Female,HR,Executive,4,21401,5,1,Yes,20,1,0.998498818,29-04-25
49,Female,R&D,Manager,4,31950,16,4,Yes,28,1,0.989013057,05-07-25
33,Male,HR,Engineer,3,52245,9,3,Yes,15,1,0.880797078,10-08-25
55,Female,HR,Analyst,1,101029,6,4,No,21,1,0.622459331,02-06-25
54,Male,Sales,Executive,3,89561,6,4,No,25,0,0.5,06-05-25
33,Male,Finance,Analyst,4,53487,10,1,Yes,4,1,0.98201379,15-05-25
57,Male,IT,Analyst,3,73554,8,4,No,11,0,0.5,21-09-25
54,Male,R&D,Executive,3,67832,7,1,Yes,22,1,0.98201379,28-02-25
25,Female,Finance,Executive,4,110306,8,1,No,2,1,0.92414182,14-08-25
49,Female,Finance,Analyst,1,53870,11,2,No,4,1,0.92414182,31-03-25
30,Male,R&D,Engineer,3,31908,19,2,Yes,11,1,0.997527377,23-05-25
53,Female,Finance,Engineer,4,69429,8,1,Yes,27,1,0.989013057,31-03-25
28,Male,R&D,Engineer,2,97240,9,3,Yes,13,1,0.880797078,05-12-25
32,Male,Finance,Executive,1,75751,7,4,Yes,15,1,0.880797078,17-12-25
49,Male,Finance,Manager,3,94218,0,1,Yes,15,1,0.993307149,21-02-25
59,Female,IT,Engineer,4,43989,14,3,No,9,1,0.92414182,23-06-25
47,Male,Sales,Analyst,1,36241,4,4,Yes,20,1,0.98201379,27-12-25
32,Male,Sales,Analyst,4,96721,5,3,Yes,2,1,0.880797078,15-01-25
53,Male,R&D,Engineer,1,41625,13,1,Yes,6,1,0.997527377,21-10-25
43,Male,IT,Analyst,2,59121,13,2,No,14,1,0.880797078,11-08-25
51,Male,Finance,Engineer,3,57853,5,1,No,8,1,0.880797078,23-08-25
54,Male,Finance,Executive,1,113935,10,1,Yes,18,1,0.98201379,11-01-25
52,Female,Sales,Manager,4,48328,15,4,Yes,3,1,0.989013057,09-09-25
47,Male,HR,Analyst,2,109080,11,3,No,5,0,0.5,30-03-25
39,Male,HR,Engineer,3,58870,5,2,No,18,1,0.880797078,03-06-25
27,Male,IT,Engineer,4,86155,18,1,Yes,27,1,0.98201379,05-05-25
55,Male,IT,Manager,1,114826,10,1,Yes,16,1,0.98201379,04-09-25
29,Male,HR,Executive,1,38793,7,2,No,4,1,0.98201379,04-04-25
22,Female,Sales,Analyst,3,41542,16,3,No,20,1,0.92414182,29-03-25
43,Female,R&D,Analyst,1,47691,8,1,No,10,1,0.989013057,05-02-25
58,Female,IT,Manager,4,89119,9,3,No,11,1,0.622459331,04-08-25
23,Male,R&D,Analyst,3,63463,15,3,No,22,0,0.5,11-04-25
48,Female,Finance,Executive,1,105867,12,1,No,10,1,0.92414182,16-08-25
30,Male,IT,Executive,2,60695,1,3,No,1,1,0.731058579,09-06-25
46,Male,IT,Executive,1,73574,16,3,Yes,20,1,0.880797078,27-04-25
51,Male,R&D,Executive,3,23696,6,3,No,26,1,0.880797078,25-07-25
38,Male,IT,Analyst,2,65740,19,1,No,20,1,0.880797078,30-06-25
48,Male,IT,Manager,2,83811,0,2,No,1,1,0.952574127,27-02-25
47,Male,Finance,Manager,1,50099,19,3,No,10,0,0.5,11-11-25
32,Female,Sales,Manager,1,106120,4,2,No,1,1,0.92414182,05-10-25
55,Male,Finance,Manager,4,54540,8,1,No,4,1,0.880797078,16-07-25
32,Male,Sales,Manager,4,66002,2,4,Yes,26,1,0.952574127,19-04-25
28,Male,IT,Engineer,3,62998,6,2,Yes,8,1,0.98201379,13-05-25
42,Male,HR,Executive,2,22179,9,4,Yes,15,1,0.98201379,30-08-25
50,Female,Finance,Engineer,4,59464,15,3,No,16,1,0.622459331,13-04-25
49,Female,IT,Executive,2,113688,3,2,No,15,1,0.92414182,14-07-25
45,Male,Sales,Executive,3,65095,3,2,No,29,1,0.880797078,24-01-25
45,Female,IT,Engineer,2,104995,2,2,Yes,25,1,0.995929862,30-06-25
44,Female,R&D,Executive,1,36964,8,1,No,29,1,0.989013057,06-09-25
27,Male,IT,Engineer,1,81240,9,4,No,7,0,0.5,13-04-25
59,Female,IT,Executive,1,97116,19,3,No,19,1,0.622459331,08-12-25
25,Male,IT,Executive,4,105029,18,3,Yes,4,1,0.880797078,27-08-25
26,Female,IT,Engineer,1,113526,17,2,Yes,5,1,0.989013057,25-01-25
48,Female,HR,Executive,3,36589,15,3,No,15,1,0.92414182,16-08-25
37,Male,Sales,Executive,4,25141,7,1,No,16,1,0.98201379,28-02-25
52,Male,IT,Manager,2,23273,1,3,No,9,1,0.952574127,19-05-25
53,Male,R&D,Executive,2,47128,16,4,Yes,16,1,0.98201379,21-04-25
46,Male,R&D,Manager,3,31156,4,2,No,17,1,0.98201379,17-11-25
46,Female,IT,Manager,3,97603,16,1,No,24,1,0.92414182,13-07-25
36,Female,Sales,Manager,4,87450,5,1,No,15,1,0.92414182,16-06-25
38,Female,HR,Analyst,2,33050,8,1,Yes,9,1,0.998498818,21-05-25
27,Male,Finance,Analyst,2,86899,19,1,Yes,3,1,0.98201379,03-12-25
33,Male,R&D,Analyst,4,20174,12,3,Yes,1,1,0.98201379,03-12-25
24,Male,Sales,Manager,2,64814,3,4,Yes,4,1,0.880797078,05-12-25
56,Female,HR,Manager,4,24173,0,2,No,2,1,0.995929862,08-07-25
25,Male,IT,Manager,4,47962,18,2,Yes,25,1,0.997527377,17-06-25
40,Female,Sales,Manager,1,38624,4,3,No,16,1,0.92414182,13-01-25
56,Male,R&D,Analyst,3,55531,15,3,No,11,0,0.5,30-03-25
41,Male,R&D,Engineer,3,36835,11,3,Yes,2,1,0.98201379,22-01-25
58,Male,IT,Executive,4,63526,13,4,No,23,0,0.5,24-04-25
37,Male,Sales,Executive,3,106610,18,2,No,20,1,0.880797078,24-11-25
54,Female,Sales,Manager,1,107051,10,1,Yes,27,1,0.989013057,20-05-25
38,Male,R&D,Engineer,2,39552,4,1,Yes,28,1,0.997527377,30-11-25
26,Female,Sales,Manager,2,20887,0,2,Yes,18,1,0.999447221,19-01-25
43,Male,R&D,Analyst,1,46049,14,3,No,4,1,0.880797078,16-10-25
34,Male,Sales,Engineer,4,23765,6,3,No,23,1,0.880797078,14-01-25
44,Male,HR,Executive,3,110239,19,1,Yes,24,1,0.98201379,04-12-25
31,Female,R&D,Engineer,1,114776,7,2,Yes,29,1,0.989013057,21-07-25
38,Male,Sales,Analyst,2,36901,4,4,No,9,1,0.880797078,23-03-25
47,Female,IT,Engineer,4,34256,16,4,No,7,1,0.92414182,23-09-25
55,Male,HR,Analyst,1,99650,15,2,Yes,28,1,0.98201379,07-10-25
31,Male,R&D,Manager,2,24117,10,3,Yes,7,1,0.98201379,07-08-25
50,Male,Finance,Engineer,3,50949,19,3,No,9,0,0.5,28-05-25
